"Report Number","Date Reported","Date of Occurrence","Time of Occurrence","City","Crime Code","Crime Description","Victim Age","Victim Gender","Weapon Used","Crime Domain","Police Deployed","Case Closed","Date Case Closed"
"14498","06-12-2023 23:00","12-06-2023 15:00","06-12-2023 17:24","Mumbai","530","VANDALISM","74","M","None","Other Crime","4","Yes","14-12-2023 23:00"
"14500","07-12-2023 02:00","12-04-2023 16:00","05-12-2023 13:30","Mumbai","347","SHOPLIFTING","18","M","Poison","Other Crime","12","Yes","23-12-2023 02:00"
"14506","07-12-2023 12:00","12-04-2023 17:00","04-12-2023 21:23","Mumbai","579","DRUG OFFENSE","57","M","Knife","Other Crime","5","Yes","24-12-2023 12:00"
"14510","07-12-2023 16:00","12-04-2023 23:00","05-12-2023 10:12","Mumbai","337","TRAFFIC VIOLATION","19","F","Explosives","Traffic Fatality","17","No",""
"14511","07-12-2023 19:00","12-05-2023 11:00","06-12-2023 07:08","Mumbai","232","ROBBERY","26","F","Poison","Violent Crime","11","Yes","24-03-2024 19:00"
"14519","08-12-2023 07:00","12-05-2023 13:00","06-12-2023 08:23","Mumbai","386","EXTORTION","56","F","Other","Other Crime","8","No",""
"14528","08-12-2023 18:00","12-07-2023 06:00","07-12-2023 18:36","Mumbai","231","SHOPLIFTING","47","M","Explosives","Other Crime","10","No",""
"14542","09-12-2023 20:00","12-09-2023 12:00","09-12-2023 22:15","Mumbai","523","VANDALISM","59","F","Firearm","Other Crime","1","No",""
"14543","09-12-2023 21:00","12-07-2023 11:00","08-12-2023 07:54","Mumbai","242","TRAFFIC VIOLATION","46","F","Poison","Traffic Fatality","19","Yes","23-12-2023 21:00"
"14553","10-12-2023 20:00","12-10-2023 06:00","11-12-2023 02:36","Mumbai","210","HOMICIDE","60","M","Blunt Object","Other Crime","3","Yes","08-05-2025 20:00"
"14555","10-12-2023 23:00","12-08-2023 22:00","09-12-2023 08:42","Mumbai","297","ASSAULT","23","M","Explosives","Violent Crime","15","Yes","27-12-2023 23:00"
"14565","11-12-2023 10:00","12-09-2023 13:00","10-12-2023 05:40","Mumbai","458","SEXUAL ASSAULT","50","M","Poison","Violent Crime","8","Yes","07-09-2025 10:00"
"14567","11-12-2023 13:00","12-11-2023 09:00","11-12-2023 12:25","Mumbai","489","COUNTERFEITING","50","F","Other","Other Crime","14","No",""
"14570","11-12-2023 18:00","12-10-2023 21:00","11-12-2023 16:33","Mumbai","325","SEXUAL ASSAULT","52","F","None","Violent Crime","18","Yes","18-01-2025 18:00"
"14578","12-12-2023 13:00","12-09-2023 15:00","09-12-2023 20:29","Mumbai","192","HOMICIDE","65","M","Other","Other Crime","5","Yes","26-08-2024 13:00"
"14582","12-12-2023 19:00","12-11-2023 06:00","11-12-2023 17:57","Mumbai","370","IDENTITY THEFT","63","F","Other","Violent Crime","9","Yes","06-01-2024 19:00"
"14583","12-12-2023 20:00","12-12-2023 18:00","13-12-2023 05:47","Mumbai","323","IDENTITY THEFT","53","F","Other","Violent Crime","3","No",""
"14587","13-12-2023 02:00","12-11-2023 08:00","11-12-2023 18:47","Mumbai","134","VANDALISM","76","M","Firearm","Other Crime","9","No",""
"14591","13-12-2023 08:00","12-12-2023 11:00","13-12-2023 01:06","Mumbai","532","PUBLIC INTOXICATION","13","F","Poison","Other Crime","19","Yes","04-01-2024 08:00"
"14595","13-12-2023 14:00","12-10-2023 22:00","11-12-2023 05:49","Mumbai","573","TRAFFIC VIOLATION","11","F","Poison","Traffic Fatality","16","Yes","07-01-2024 14:00"
"14606","14-12-2023 07:00","12-12-2023 08:00","12-12-2023 08:42","Mumbai","480","FIREARM OFFENSE","69","F","None","Fire Accident","18","No",""
"14609","14-12-2023 11:00","12-11-2023 14:00","12-12-2023 08:39","Mumbai","564","KIDNAPPING","33","F","Poison","Other Crime","11","Yes","07-02-2024 11:00"
"14617","14-12-2023 18:00","12-13-2023 02:00","13-12-2023 19:33","Mumbai","530","PUBLIC INTOXICATION","56","M","Blunt Object","Other Crime","10","No",""
"14619","14-12-2023 20:00","12-14-2023 00:00","14-12-2023 08:58","Mumbai","276","FIREARM OFFENSE","16","M","Poison","Fire Accident","10","Yes","02-01-2024 20:00"
"14621","15-12-2023 06:00","12-14-2023 13:00","15-12-2023 10:52","Mumbai","305","ILLEGAL POSSESSION","18","F","Poison","Other Crime","3","Yes","28-01-2024 06:00"
"14623","15-12-2023 08:00","12-12-2023 23:00","13-12-2023 06:58","Mumbai","410","ASSAULT","13","F","Blunt Object","Violent Crime","19","Yes","09-02-2024 08:00"
"14654","17-12-2023 20:00","12-17-2023 14:00","18-12-2023 05:04","Mumbai","211","VEHICLE - STOLEN","22","F","Blunt Object","Violent Crime","11","No",""
"14655","17-12-2023 21:00","12-17-2023 02:00","17-12-2023 05:09","Mumbai","503","ROBBERY","22","F","Knife","Violent Crime","12","No",""
"14676","19-12-2023 10:00","12-18-2023 08:00","18-12-2023 15:19","Mumbai","331","FRAUD","15","F","Blunt Object","Other Crime","12","No",""
"14678","19-12-2023 12:00","12-16-2023 20:00","16-12-2023 23:47","Mumbai","442","IDENTITY THEFT","74","M","Blunt Object","Violent Crime","13","Yes","16-03-2024 12:00"
"14685","20-12-2023 04:00","12-19-2023 19:00","19-12-2023 20:01","Mumbai","289","HOMICIDE","45","F","Blunt Object","Other Crime","2","No",""
"14692","20-12-2023 10:00","12-18-2023 06:00","18-12-2023 11:20","Mumbai","458","DOMESTIC VIOLENCE","47","F","Other","Violent Crime","9","No",""
"14697","20-12-2023 18:00","12-20-2023 16:00","20-12-2023 21:13","Mumbai","105","ILLEGAL POSSESSION","37","F","Explosives","Other Crime","9","No",""
"14710","22-12-2023 01:00","12-20-2023 12:00","21-12-2023 05:03","Mumbai","491","ASSAULT","38","F","Blunt Object","Violent Crime","10","No",""
"14721","22-12-2023 19:00","12-22-2023 16:00","22-12-2023 16:27","Mumbai","211","ILLEGAL POSSESSION","19","F","None","Other Crime","8","No",""
"14730","23-12-2023 13:00","12-21-2023 07:00","21-12-2023 18:34","Mumbai","464","DOMESTIC VIOLENCE","19","F","Poison","Violent Crime","9","Yes","05-01-2024 13:00"
"14757","25-12-2023 03:00","12-24-2023 07:00","25-12-2023 04:00","Mumbai","293","TRAFFIC VIOLATION","26","F","Firearm","Traffic Fatality","4","Yes","14-01-2024 03:00"
"14766","25-12-2023 17:00","12-22-2023 22:00","23-12-2023 19:07","Mumbai","222","TRAFFIC VIOLATION","37","F","None","Traffic Fatality","2","No",""
"14770","25-12-2023 23:00","12-25-2023 19:00","26-12-2023 18:56","Mumbai","225","FIREARM OFFENSE","52","M","None","Fire Accident","18","Yes","21-03-2024 23:00"
"14772","26-12-2023 05:00","12-25-2023 05:00","25-12-2023 10:32","Mumbai","504","FRAUD","14","M","Knife","Other Crime","15","No",""
"14773","26-12-2023 10:00","12-24-2023 20:00","25-12-2023 07:24","Mumbai","452","DRUG OFFENSE","67","F","Explosives","Other Crime","6","Yes","19-03-2024 10:00"
"14781","27-12-2023 05:00","12-25-2023 14:00","25-12-2023 21:05","Mumbai","455","VEHICLE - STOLEN","25","F","None","Violent Crime","18","No",""
"14787","27-12-2023 12:00","12-26-2023 16:00","27-12-2023 06:34","Mumbai","145","COUNTERFEITING","46","M","Explosives","Other Crime","2","Yes","26-02-2024 12:00"
"14797","28-12-2023 01:00","12-27-2023 02:00","27-12-2023 14:12","Mumbai","325","SHOPLIFTING","44","M","Firearm","Other Crime","5","No",""
"14799","28-12-2023 13:00","12-28-2023 05:00","29-12-2023 00:23","Mumbai","398","FIREARM OFFENSE","63","F","Other","Fire Accident","10","No",""
"14807","28-12-2023 21:00","12-27-2023 16:00","28-12-2023 05:44","Mumbai","168","CYBERCRIME","50","M","Poison","Other Crime","14","No",""
"14841","31-12-2023 07:00","12-29-2023 09:00","30-12-2023 08:10","Mumbai","584","EXTORTION","48","F","Blunt Object","Other Crime","9","No",""
"14842","31-12-2023 09:00","12-30-2023 23:00","31-12-2023 08:59","Mumbai","208","ASSAULT","15","M","Blunt Object","Violent Crime","19","No",""
"14846","31-12-2023 16:00","12-29-2023 22:00","29-12-2023 23:56","Mumbai","230","DRUG OFFENSE","48","M","Other","Other Crime","3","No",""
"14849","31-12-2023 17:00","12-29-2023 16:00","30-12-2023 06:59","Mumbai","133","PUBLIC INTOXICATION","13","M","None","Other Crime","13","No",""
"14862","01-01-2024 07:00","12-29-2023 15:00","30-12-2023 12:37","Mumbai","417","PUBLIC INTOXICATION","60","M","Firearm","Other Crime","3","Yes","24-01-2024 07:00"
"14867","02-01-2024 02:00","01-01-2024 04:00","02-01-2024 02:07","Mumbai","298","EXTORTION","39","M","Blunt Object","Other Crime","10","Yes","21-03-2024 02:00"
"14875","02-01-2024 12:00","12-30-2023 22:00","31-12-2023 01:57","Mumbai","214","KIDNAPPING","36","F","Explosives","Other Crime","8","Yes","24-02-2024 12:00"
"14882","03-01-2024 06:00","01-03-2024 03:00","03-01-2024 22:05","Mumbai","369","SEXUAL ASSAULT","41","M","Firearm","Violent Crime","13","Yes","27-03-2025 06:00"
"14901","04-01-2024 11:00","01-02-2024 13:00","02-01-2024 21:19","Mumbai","143","ASSAULT","70","M","Blunt Object","Violent Crime","5","Yes","07-03-2024 11:00"
"14905","04-01-2024 16:00","01-03-2024 02:00","03-01-2024 03:55","Mumbai","109","SEXUAL ASSAULT","35","M","Blunt Object","Violent Crime","6","No",""
"14910","05-01-2024 03:00","01-04-2024 16:00","05-01-2024 03:01","Mumbai","482","ROBBERY","59","F","Explosives","Violent Crime","3","Yes","13-05-2024 03:00"
"14916","05-01-2024 15:00","01-03-2024 10:00","03-01-2024 18:03","Mumbai","374","SEXUAL ASSAULT","18","F","Knife","Violent Crime","10","Yes","05-06-2025 15:00"
"14917","05-01-2024 15:00","01-02-2024 19:00","02-01-2024 21:29","Mumbai","568","ARSON","74","F","Other","Fire Accident","13","No",""
"14925","06-01-2024 08:00","01-04-2024 04:00","04-01-2024 22:50","Mumbai","101","TRAFFIC VIOLATION","40","M","None","Traffic Fatality","5","Yes","16-01-2024 08:00"
"14927","06-01-2024 10:00","01-03-2024 15:00","04-01-2024 07:38","Mumbai","580","FRAUD","31","F","Explosives","Other Crime","19","Yes","16-03-2024 10:00"
"14930","06-01-2024 17:00","01-04-2024 11:00","04-01-2024 19:18","Mumbai","347","SHOPLIFTING","59","M","Explosives","Other Crime","16","Yes","01-03-2024 17:00"
"14951","08-01-2024 05:00","01-07-2024 18:00","08-01-2024 15:27","Mumbai","449","CYBERCRIME","18","F","Firearm","Other Crime","1","No",""
"14952","08-01-2024 10:00","01-06-2024 20:00","07-01-2024 11:23","Mumbai","551","VANDALISM","20","F","Poison","Other Crime","8","Yes","20-02-2024 10:00"
"14955","08-01-2024 13:00","01-06-2024 07:00","06-01-2024 11:03","Mumbai","513","COUNTERFEITING","27","F","Firearm","Other Crime","18","No",""
"14956","08-01-2024 14:00","01-05-2024 20:00","06-01-2024 16:46","Mumbai","485","EXTORTION","43","F","Poison","Other Crime","14","Yes","26-01-2024 14:00"
"14963","09-01-2024 01:00","01-07-2024 01:00","07-01-2024 09:22","Mumbai","254","EXTORTION","40","F","Knife","Other Crime","2","No",""
"14969","09-01-2024 09:00","01-08-2024 14:00","09-01-2024 13:50","Mumbai","195","COUNTERFEITING","43","F","Knife","Other Crime","13","Yes","25-03-2024 09:00"
"14973","09-01-2024 16:00","01-08-2024 16:00","09-01-2024 02:08","Mumbai","160","BURGLARY","38","M","Other","Other Crime","13","No",""
"14977","09-01-2024 20:00","01-08-2024 18:00","09-01-2024 09:31","Mumbai","214","HOMICIDE","21","F","Blunt Object","Other Crime","15","Yes","28-08-2025 20:00"
"14979","10-01-2024 01:00","01-07-2024 09:00","07-01-2024 16:42","Mumbai","384","ILLEGAL POSSESSION","72","F","Poison","Other Crime","11","No",""
"14989","10-01-2024 12:00","01-09-2024 03:00","09-01-2024 13:05","Mumbai","391","PUBLIC INTOXICATION","52","F","Firearm","Other Crime","14","Yes","12-01-2024 12:00"
"14990","10-01-2024 12:00","01-09-2024 02:00","09-01-2024 21:46","Mumbai","153","ROBBERY","16","M","Firearm","Violent Crime","11","Yes","15-03-2024 12:00"
"15000","11-01-2024 09:00","01-09-2024 09:00","09-01-2024 21:49","Mumbai","324","ASSAULT","35","F","Knife","Violent Crime","6","Yes","19-03-2024 09:00"
"15004","11-01-2024 14:00","01-11-2024 00:00","11-01-2024 15:14","Mumbai","278","TRAFFIC VIOLATION","52","F","Firearm","Traffic Fatality","14","Yes","25-01-2024 14:00"
"15007","11-01-2024 21:00","01-09-2024 17:00","09-01-2024 23:50","Mumbai","584","ILLEGAL POSSESSION","35","F","Blunt Object","Other Crime","10","No",""
"15014","12-01-2024 11:00","01-10-2024 19:00","11-01-2024 12:32","Mumbai","136","ARSON","38","F","Firearm","Fire Accident","15","Yes","05-02-2024 11:00"
"15037","14-01-2024 12:00","01-13-2024 05:00","14-01-2024 03:46","Mumbai","442","ROBBERY","61","F","Firearm","Violent Crime","14","No",""
"15053","15-01-2024 11:00","01-12-2024 22:00","13-01-2024 17:52","Mumbai","562","ASSAULT","65","F","Poison","Violent Crime","15","No",""
"15068","16-01-2024 13:00","01-14-2024 18:00","15-01-2024 11:31","Mumbai","594","SHOPLIFTING","28","M","Explosives","Other Crime","6","No",""
"15071","17-01-2024 00:00","01-15-2024 16:00","16-01-2024 08:22","Mumbai","461","ARSON","51","M","Firearm","Fire Accident","1","No",""
"15084","18-01-2024 04:00","01-17-2024 18:00","17-01-2024 23:50","Mumbai","398","FIREARM OFFENSE","32","F","Blunt Object","Fire Accident","17","Yes","26-01-2024 04:00"
"15117","20-01-2024 16:00","01-20-2024 11:00","20-01-2024 14:57","Mumbai","216","EXTORTION","68","F","None","Other Crime","9","Yes","20-03-2024 16:00"
"15120","20-01-2024 18:00","01-17-2024 22:00","18-01-2024 14:25","Mumbai","223","SEXUAL ASSAULT","35","M","None","Violent Crime","18","Yes","28-02-2025 18:00"
"15125","21-01-2024 03:00","01-20-2024 19:00","21-01-2024 15:57","Mumbai","175","BURGLARY","11","M","Poison","Other Crime","4","Yes","02-03-2024 03:00"
"15150","23-01-2024 02:00","01-21-2024 19:00","22-01-2024 09:50","Mumbai","223","PUBLIC INTOXICATION","39","F","Knife","Other Crime","12","Yes","27-01-2024 02:00"
"15155","23-01-2024 09:00","01-23-2024 03:00","23-01-2024 03:14","Mumbai","449","TRAFFIC VIOLATION","78","F","Explosives","Traffic Fatality","1","Yes","25-01-2024 09:00"
"15159","23-01-2024 17:00","01-21-2024 02:00","21-01-2024 07:50","Mumbai","526","ASSAULT","37","F","Blunt Object","Violent Crime","11","No",""
"15162","24-01-2024 01:00","01-23-2024 06:00","23-01-2024 21:26","Mumbai","287","DOMESTIC VIOLENCE","38","F","None","Violent Crime","1","No",""
"15164","24-01-2024 01:00","01-23-2024 12:00","23-01-2024 16:27","Mumbai","489","ILLEGAL POSSESSION","18","M","Blunt Object","Other Crime","11","Yes","09-04-2024 01:00"
"15183","24-01-2024 23:00","01-23-2024 15:00","23-01-2024 19:23","Mumbai","174","ARSON","15","F","Poison","Fire Accident","12","Yes","03-04-2024 23:00"
"15189","25-01-2024 03:00","01-22-2024 22:00","23-01-2024 02:41","Mumbai","358","TRAFFIC VIOLATION","36","F","Explosives","Traffic Fatality","4","No",""
"15202","26-01-2024 12:00","01-26-2024 02:00","26-01-2024 21:34","Mumbai","367","DOMESTIC VIOLENCE","74","F","Blunt Object","Violent Crime","15","No",""
"15205","26-01-2024 14:00","01-26-2024 08:00","26-01-2024 13:23","Mumbai","266","TRAFFIC VIOLATION","39","F","Other","Traffic Fatality","2","Yes","22-02-2024 14:00"
"15216","27-01-2024 03:00","01-26-2024 03:00","26-01-2024 09:32","Mumbai","565","KIDNAPPING","55","F","None","Other Crime","7","No",""
"15217","27-01-2024 06:00","01-24-2024 23:00","25-01-2024 04:18","Mumbai","182","VANDALISM","66","F","Explosives","Other Crime","13","No",""
"15231","28-01-2024 04:00","01-26-2024 12:00","26-01-2024 19:41","Mumbai","262","ILLEGAL POSSESSION","10","F","Knife","Other Crime","13","No",""
"15244","28-01-2024 22:00","01-27-2024 01:00","27-01-2024 06:53","Mumbai","139","EXTORTION","20","F","Firearm","Other Crime","17","Yes","11-03-2024 22:00"
"15271","31-01-2024 01:00","01-30-2024 23:00","31-01-2024 07:13","Mumbai","396","BURGLARY","50","M","Explosives","Other Crime","4","No",""
"15288","01-02-2024 10:00","01-31-2024 16:00","31-01-2024 19:27","Mumbai","213","TRAFFIC VIOLATION","36","F","Poison","Traffic Fatality","12","Yes","25-02-2024 10:00"
"15300","02-02-2024 11:00","01-30-2024 16:00","30-01-2024 17:52","Mumbai","122","ARSON","34","F","Poison","Fire Accident","13","No",""
"15316","03-02-2024 12:00","01-31-2024 14:00","01-02-2024 09:33","Mumbai","557","FRAUD","21","M","Knife","Other Crime","6","Yes","13-02-2024 12:00"
"15318","03-02-2024 14:00","02-03-2024 13:00","03-02-2024 19:05","Mumbai","116","FRAUD","18","F","Blunt Object","Other Crime","19","No",""
"15327","04-02-2024 03:00","02-01-2024 18:00","01-02-2024 20:08","Mumbai","584","EXTORTION","41","F","None","Other Crime","5","No",""
"15328","04-02-2024 04:00","02-01-2024 11:00","02-02-2024 00:27","Mumbai","361","VEHICLE - STOLEN","66","F","Knife","Violent Crime","11","No",""
"15354","05-02-2024 15:00","02-05-2024 10:00","05-02-2024 16:06","Mumbai","341","DRUG OFFENSE","55","F","Explosives","Other Crime","3","No",""
"15391","09-02-2024 02:00","02-08-2024 15:00","08-02-2024 22:09","Mumbai","190","CYBERCRIME","40","F","Other","Other Crime","13","No",""
"15392","09-02-2024 03:00","02-08-2024 22:00","09-02-2024 00:45","Mumbai","422","ARSON","63","M","Explosives","Fire Accident","12","Yes","24-04-2024 03:00"
"15399","09-02-2024 18:00","02-09-2024 00:00","09-02-2024 03:11","Mumbai","325","ILLEGAL POSSESSION","51","F","Knife","Other Crime","4","Yes","02-05-2024 18:00"
"15404","09-02-2024 23:00","02-07-2024 23:00","08-02-2024 06:44","Mumbai","172","FIREARM OFFENSE","14","F","Blunt Object","Fire Accident","16","No",""
"15411","10-02-2024 05:00","02-08-2024 05:00","09-02-2024 04:29","Mumbai","339","DOMESTIC VIOLENCE","24","F","Knife","Violent Crime","6","No",""
"15417","10-02-2024 15:00","02-10-2024 11:00","10-02-2024 21:32","Mumbai","218","TRAFFIC VIOLATION","54","M","Explosives","Traffic Fatality","5","Yes","21-02-2024 15:00"
"15422","11-02-2024 02:00","02-08-2024 07:00","09-02-2024 02:46","Mumbai","208","PUBLIC INTOXICATION","31","F","None","Other Crime","19","Yes","03-03-2024 02:00"
"15430","11-02-2024 13:00","02-08-2024 19:00","08-02-2024 20:38","Mumbai","586","FRAUD","64","F","Firearm","Other Crime","16","No",""
"15435","12-02-2024 01:00","02-10-2024 04:00","10-02-2024 17:51","Mumbai","485","SHOPLIFTING","72","M","Blunt Object","Other Crime","11","No",""
"15448","12-02-2024 13:00","02-10-2024 03:00","10-02-2024 15:39","Mumbai","545","DRUG OFFENSE","68","F","Blunt Object","Other Crime","2","No",""
"15462","13-02-2024 15:00","02-10-2024 23:00","11-02-2024 05:30","Mumbai","196","DRUG OFFENSE","57","M","Other","Other Crime","10","Yes","28-02-2024 15:00"
"15479","14-02-2024 23:00","02-12-2024 18:00","13-02-2024 10:00","Mumbai","262","FIREARM OFFENSE","40","F","None","Fire Accident","12","No",""
"15497","15-02-2024 16:00","02-13-2024 07:00","14-02-2024 02:36","Mumbai","106","IDENTITY THEFT","11","F","Poison","Violent Crime","16","No",""
"15500","15-02-2024 20:00","02-15-2024 00:00","15-02-2024 14:07","Mumbai","431","BURGLARY","77","M","Poison","Other Crime","4","No",""
"15510","17-02-2024 01:00","02-16-2024 00:00","16-02-2024 01:02","Mumbai","142","BURGLARY","27","F","Firearm","Other Crime","10","No",""
"15513","17-02-2024 04:00","02-16-2024 15:00","17-02-2024 02:09","Mumbai","522","FRAUD","13","F","Explosives","Other Crime","12","No",""
"15518","17-02-2024 14:00","02-16-2024 08:00","16-02-2024 11:02","Mumbai","594","VANDALISM","20","F","Other","Other Crime","1","No",""
"15537","18-02-2024 23:00","02-18-2024 11:00","18-02-2024 13:21","Mumbai","370","SEXUAL ASSAULT","22","F","Blunt Object","Violent Crime","8","Yes","15-12-2025 23:00"
"15547","19-02-2024 16:00","02-19-2024 07:00","19-02-2024 12:07","Mumbai","493","DRUG OFFENSE","67","F","Knife","Other Crime","11","Yes","31-03-2024 16:00"
"15551","20-02-2024 00:00","02-19-2024 06:00","20-02-2024 01:02","Mumbai","114","FRAUD","68","F","None","Other Crime","7","No",""
"15557","20-02-2024 12:00","02-20-2024 09:00","21-02-2024 02:59","Mumbai","347","CYBERCRIME","54","F","Explosives","Other Crime","10","No",""
"15559","20-02-2024 15:00","02-17-2024 23:00","17-02-2024 23:47","Mumbai","143","DRUG OFFENSE","45","M","Explosives","Other Crime","1","No",""
"15574","21-02-2024 10:00","02-21-2024 09:00","22-02-2024 05:46","Mumbai","310","SHOPLIFTING","55","F","Poison","Other Crime","14","Yes","09-03-2024 10:00"
"15580","22-02-2024 00:00","02-21-2024 14:00","22-02-2024 02:42","Mumbai","246","FRAUD","29","F","Firearm","Other Crime","3","No",""
"15605","23-02-2024 11:00","02-23-2024 07:00","23-02-2024 11:42","Mumbai","390","IDENTITY THEFT","20","F","Firearm","Violent Crime","15","No",""
